label	content
手机值机---为自己值机索引	那如果我想网上值机呢？
猜一猜尚未结算---没有结算	为什么我的航旅纵横手机选座只能提早2天，而我朋友的航旅纵横可以提早好多天选座？而且猜一猜点不进去，只出现上一行程结算情况？
其他	食品
他人值机-部分航司儿童不支持办理	小孩在手机上能办值机吗
其他	95350 GT
其他	有用的不知道，没用的知道也没用。
其他	英文名怎么查
携带物品要求	衣服能不能带上飞机
退票、改签	我们赶不上飞机，可以改签吗
机票---预订机票	如何购买票
行李托运物品要求	电磁炉可以托运嘛
他人值机-部分航司儿童不支持办理	婴儿值机
【提取】手添新版-廉航如何添加	春秋航空的行程找不到
抱怨	你死了
行程-索要发票、行程单等	是否补打行程单
行程-索要发票、行程单等	可以重新分开开发票吗
如何为他人值机	我填写的信息都对的，在保存时候，显示提示我非本人行程，不可值机
行李限额	登记行李箱是多少寸
行李托运限额	托运行李额
其他	如何推荐给朋友
照片在哪里	照片在哪
其他	通航机票是什么？
值机详情-未开放选座、什么时间开放选座	为什么明天起飞了还是选不了座，说没有航班信息
【提取】行程缺失-如何手添	我的行程只有2018年的，其他的哪里去了？
【提取】出现了非本人购票的航班	为什么我收到，济南到丽江的航班订票信息？
其他	我的常客卡点开之后显示错误
手机值机---为自己值机索引	请问哪里可以选座
如何查询往返机票	请问怎么买往返机票？
行李托运物品要求	液体物品托运上限
抱怨	no
查询航班行李限额	HU7605航班行李限额
其他	航班记录
中转路线	厦门T3航站楼怎么坐摆渡车到18检票口
询问机翼、靠窗位置	这些位置是不是机翼旁
分享-如何分享航旅纵横APP给其他人	如何把航旅纵横APP推荐给朋友啊？?
值机-值机选座失败	为何无法值机，川航
行程-索要发票、行程单等	行程单怎么打
行李托运限额	请问从胡志明市到广州白云机场，托运一件行李不超5KG需要出拖运费吗？
如何获取升舱发票	升舱发票
带物品登机	托运液体有没有什么限制
登机、过检时间	提前多久可以值机
其他	经停
手机值机---为自己值机索引	我要取消给别的值机，提示在工具箱操作，怎么找不到工具箱
延误险	延误险怎么赔付
机票---票价、余票提醒	全价机票怎么看
值机-同行人添加数量限制	3人不能预约值机
其他	我的身份信息是以前的号码
航司电话	天津航空公司的客服电话多少
值机详情-未开放选座、什么时间开放选座	请问，国际航班提前多长时间可以手机选座直机
【隐私规则】行程提取时间	2011年前的行程没有？
值机详情-未开放选座、什么时间开放选座	手机值机几号可以？
带物品登机	有汁的菜可以带嘛
行李托运物品要求	笔记本电脑可以托运吗？
如何为他人值机	如何帮别人值机
手机值机---为自己值机索引	你好，怎么选座位？
登录-忘记密码	忘记密码，手机又更换了  怎么办
其他	手机上选座
查询航班行李限额	您好，国际航班行李限额多少啊？北京到塔什干，乌兹别克斯坦航空
其他	怎么提供照片？在哪里提供？
其他	名字打错了一个字怎么办
航班保护中	您好 请问航班保护是什么意思？
如何升级	怎么下载新版
带物品登机	水果店可以携带吗
行李携带须知	托运违禁品
其他	短信
其他	10001
其他	察寻
抱怨	我不用QQ
值机-值机选座失败	航班仓位等级不同不能值机
他人值机-部分航司儿童不支持办理	为什么儿童不能提前预定座位
手机值机---为自己值机索引	座号从哪里选？
手机值机---为自己值机索引	经济舱可以选座  8A吗
其他	哈尔滨机场流量
通用---咨询客服电话	航旅的客服电话？￼
如何获取电子登机牌	在哪里打开电子登机牌
其他	四川航空值机
如何补打登机牌	登机牌补
机票---预订机票	预定机票
值机-值机选座失败	为什么国际航班不能在航旅纵横上值机？每次都提示认证？
行程无法添加	无法手动添加行程，有报错
其他	充电宝规格
查询航班行李限额	想问丽江飞西安天津航空公司可以免费托运行李
证件-删除已添加证件	我的证件提交输入错误了 但是没找到地方删除
延误、取消	国际航班延误赔付
其他	你好，怎么查看价格的？
其他	app里能打吗？
手机值机托运问题	电子值机后可否去柜台办理行李托运
值机详情-座位被预留	我的航班座位怎么系统自动选了
带物品登机	微波炉可以带上飞机吗
抱怨	接机投诉
其他	我今天下午的航班
登机、过检时间	网上值机最晚起飞前的几小时
【隐私规则】查看某航班是否购买成功	我近期有没有订够机票
值机详情-未开放选座、什么时间开放选座	22号的mu220航班什么时候开始选座
其他	13920001972
【提取】行程缺失-如何手添	为何有的航程没有记录
其他	工具箱在哪，没找到
【提取】行程缺失-如何手添	行程不显示
未显示国际行程	国际航班怎么没有显示
抱怨	你这就没意思了小横
如何预约选座	是不是我网上预约座位后，在去航空公司app办理值机
带物品登机	请问：随身携带手机充电宝的容量有什么规定？谢谢！
其他	选座有费用吗
行李携带须知	非托运行李不能带什么
值机-值机选座失败	为什么不能进行值机选座
其他	23弓63了496
其他	你们只有QQ群吗
其他	eid
取消值机-如何为自己变更座位	更改不了座位怎么办？
航司电话	航空电话
其他	朋友都成功了
航班动态-预警状态的含义	帮我看看16号17:35从福州-南宁的航班显示预警是什么预警呢
带物品登机	你好  乌航  充电宝能带多少毫安的
获取延误证明	延误证明在哪里开？
订餐	MU551有午饭吗
其他	什么情况？
取消值机-如何为自己变更座位	手机选座后怎样修改？
手机值机是否还需取票	手机选座好了之后，直接拿着行李箱去安检吗？
认证-注销账号	怎么注销账号
其他	工具箱在哪个t页面
其他	深圳航空
行李携带须知	可以不托运的物品有哪些
座位标志说明	好多座位全部带锁
【提取】行程缺失-如何手添	航班信息没有显示
其他	为什么显示一个身份证号对应多人呢？
其他	网上登机牌
值机-值机选座失败	手机无法值机
抱怨	互动你妈啊
如何查看电子行程单	怎么打印电子客票行程单
取消值机-如何取消值机	航班保护如何取消值机
机场--如何查看机场雷达、交通、大屏、地图	参与了延误猜一猜，无法兑换机场雷达。
其他	值机后没按时到达机场
其他	订座位
账户信息-如何修改手机号	我要用原有手机号重新注册
其他	历史值机记录发一下
无法取消值机	值机不能取消
其他	儿童免费吗
【提取】行程缺失-如何手添	为什么看不见机票订单
经济舱座位分布	值机为什么无法获取仓位图
其他	办托运
其他	问题不对
其他	航线图
姓名-认证非本人	本人没有绑定身份证，为什么显示已经绑定过了
修改中文名	我的护照信息姓名反了
其他	我办不了
询问机翼、靠窗位置	安全出口位置
行李托运物品要求	国内旅行，航班托运行李中，能托运几瓶酒？
带物品登机	固体的火锅底料可以带么
他人值机-部分航司儿童不支持办理	如何帮儿童选座？
其他	新加坡航空
通用---咨询客服电话	我需要人工服务
其他	但是我的同事已经选了
证件-删除已添加证件	徐超杰，证件号：G34361731，删除原因：护照已过期
值机详情-未开放选座、什么时间开放选座	自航班起飞时间前多少个小时就可以手机值机了
其他	硕放机场直飞新加坡
常客卡添加失败---其他	為什麼我不能添加常客卡
其他	为什么差不多所有的行程？
退票、改签	改签机票
行程-索要发票、行程单等	行程单打印不了
其他	客服没有回复
行李托运限额	HO1840航班有没有免费行李托运
值机-值机选座失败	值机不了
